id,region,res1,res2,res3,res4,res5,res6
95,new_york,60,164,644,379,56,586
96,new_york,149,500,624,265,613,212
97,new_york,552,618,34,137,565,11
98,new_york,452,578,323,252,528,479
99,new_york,339,414,4,644,149,646
100,new_york,379,574,62,121,43,160
101,new_york,458,86,134,653,565,644
102,new_york,661,437,655,379,422,144
103,new_york,114,318,319,380,559,59
104,new_york,91,78,652,336,310,308
105,new_york,620,418,640,199,428,226
106,new_york,556,603,1,586,23,636
107,new_york,667,649,565,349,302,87
108,new_york,87,161,121,146,601,649
109,new_york,428,146,196,516,595,597
110,new_york,618,329,642,170,384,289
111,new_york,636,223,418,576,663,147
112,new_york,306,240,266,314,472,439
113,new_york,443,255,31,337,330,626
114,new_york,646,91,308,112,644,423
115,new_york,266,440,587,103,433,134
116,new_york,603,172,299,615,230,612
117,new_york,409,585,20,629,340,532
118,new_york,446,298,168,485,627,277
119,new_york,644,620,242,659,501,56
120,new_york,92,221,291,523,668,498
121,new_york,149,436,171,266,231,587
122,new_york,107,461,50,128,298,525
123,new_york,520,559,261,0,269,166
124,new_york,571,33,461,125,649,653
125,new_york,240,170,306,314,472,642
126,new_york,56,259,302,29,595,466
127,new_york,90,199,663,307,223,503
128,new_york,620,116,246,168,199,138
129,new_york,323,531,135,25,438,219
130,new_york,411,546,371,219,438,439
131,new_york,418,640,105,620,223,564
132,new_york,254,112,231,149,581,587
133,new_york,370,640,105,307,90,564
134,new_york,578,528,314,590,85,323
135,new_york,60,219,197,133,75,227
136,new_york,308,608,646,160,653,458
137,new_york,487,91,436,233,349,608
138,new_york,117,254,334,65,493,247
139,new_york,623,390,537,140,391,275
140,new_york,56,197,259,29,72,234
141,new_york,649,31,644,174,653,332
142,new_york,125,349,458,155,402,40
143,new_york,11,126,163,241,13,281
144,new_york,349,125,604,458,320,416
145,new_york,497,252,219,109,573,75
146,new_york,434,534,616,141,661,196
147,new_york,565,228,534,329,288,652
148,new_york,349,458,125,618,649,433
149,new_york,344,646,329,121,108,487
150,new_york,259,458,56,649,137,653
151,new_york,226,437,661,597,255,87
152,new_york,344,646,329,121,108,487
153,new_york,128,346,71,231,480,177
154,new_york,615,556,465,230,299,611
155,new_york,427,79,365,541,430,304
156,new_york,219,323,60,227,197,512
157,new_york,644,565,361,501,246,620
158,new_york,149,534,565,306,78,642
159,new_york,608,160,308,209,41,650
160,new_york,349,125,604,458,320,416
161,new_york,640,246,418,564,105,307
162,new_york,110,323,157,528,135,208
163,new_york,103,11,618,108,349,209
164,new_york,475,0,237,567,280,571
165,new_york,573,75,234,25,252,438
166,new_york,422,617,574,62,621,152
167,new_york,661,428,645,10,369,616
168,new_york,625,492,372,81,367,366
169,new_york,91,646,431,112,308,339
170,new_york,492,628,373,81,236,639
171,new_york,534,149,333,228,616,292
172,new_york,675,154,526,124,515,136
173,new_york,492,628,373,81,236,639
174,new_york,492,158,675,340,236,639
175,new_york,409,82,217,639,585,558
176,new_york,487,91,436,233,349,608
177,new_york,349,125,604,458,320,416
178,new_york,395,233,140,386,17,382
179,new_york,314,450,587,302,621,171
180,new_york,332,232,450,608,457,133
181,new_york,565,1,603,615,620,134
182,new_york,219,421,60,291,85,49
183,new_york,250,369,78,603,652,427
184,new_york,641,12,531,200,295,304
185,new_york,379,60,409,653,441,644
186,new_york,639,526,279,267,373,100
187,new_york,409,253,184,536,82,328
188,new_york,585,639,158,409,285,271
189,new_york,329,314,233,450,474,472
190,new_york,164,86,612,524,153,52
191,new_york,373,629,585,389,236,409
192,new_york,422,379,293,152,621,16
193,new_york,219,531,396,291,109,252
194,new_york,483,216,523,106,380,398
195,new_york,78,496,616,44,652,43
196,new_york,441,134,30,125,552,137
197,new_york,116,357,659,223,627,172
198,new_york,534,126,379,281,156,228
199,new_york,118,607,481,391,498,438
200,new_york,606,279,347,360,561,100
201,new_york,493,102,214,221,442,118
202,new_york,556,602,626,661,616,524
203,new_york,373,675,39,257,136,639
204,new_york,427,567,483,12,216,237
205,new_york,565,247,334,607,117,493
206,new_york,344,276,329,15,646,22
207,new_york,427,430,319,156,166,541
208,new_york,147,37,533,420,88,188
209,new_york,556,501,659,225,611,357
210,new_york,91,608,436,562,276,581
211,new_york,543,107,24,146,61,43
212,new_york,337,309,245,186,364,597
213,new_york,344,376,378,489,7,49
214,new_york,553,84,410,350,581,314
215,new_york,319,0,398,579,567,559
216,new_york,90,199,226,370,105,640
217,new_york,306,240,266,314,472,439
218,new_york,668,579,118,9,42,417
219,new_york,602,144,465,86,524,375
220,new_york,91,590,444,646,556,363
221,new_york,0,582,269,48,261,259
222,new_york,559,520,106,398,261,380
223,new_york,216,166,369,541,398,380
224,new_york,222,487,565,134,1,591
225,new_york,591,134,565,222,329,518
226,new_york,646,83,43,344,62,555
227,new_york,318,541,179,106,562,166
228,new_york,334,102,562,68,498,579
229,new_york,371,441,254,619,398,519
230,new_york,107,461,50,128,298,525
231,new_york,591,65,134,624,254,30
232,new_york,373,454,360,639,271,409
233,new_york,134,642,471,474,395,631
234,new_york,492,628,373,81,236,639
235,new_york,199,620,503,627,226,485
236,new_york,219,60,396,291,531,109
237,new_york,286,382,593,339,173,646
238,new_york,647,409,373,585,271,158
239,new_york,0,435,12,202,475,319
240,new_york,172,443,662,76,255,230
241,new_york,25,132,75,252,54,28
242,new_york,219,396,75,133,291,252
243,new_york,60,624,379,601,137,523
244,new_york,485,620,283,199,659,142
245,new_york,441,635,371,254,527,408
246,new_york,199,620,463,383,307,246
247,new_york,373,270,639,372,81,367
248,new_york,60,207,304,523,396,445
249,new_york,259,0,237,582,435,216
250,new_york,565,379,409,163,62,254
251,new_york,497,396,376,438,489,430
252,new_york,259,48,479,266,84,221
253,new_york,221,498,18,565,487,95
254,new_york,158,572,675,490,124,515
255,new_york,306,240,266,314,472,439
256,new_york,91,208,378,132,581,489
257,new_york,653,125,169,441,461,86
258,new_york,616,496,86,153,645,661
259,new_york,125,349,534,342,296,4
260,new_york,219,133,75,60,396,497
261,new_york,492,81,366,585,637,180
262,new_york,337,375,144,645,70,349
263,new_york,149,565,336,288,310,652
264,new_york,630,107,301,458,653,613
265,new_york,65,334,607,222,493,291
266,new_york,578,72,528,472,84,306
267,new_york,43,514,107,31,125,649
268,new_york,602,192,507,626,86,153
269,new_york,219,323,109,409,334,60
270,new_york,422,621,379,152,62,21
271,new_york,156,438,541,259,369,216
272,new_york,42,565,149,555,431,339
273,new_york,608,619,91,439,254,408
274,new_york,396,497,291,252,109,573
275,new_york,396,497,219,252,75,60
276,new_york,620,199,116,627,485,283
277,new_york,645,434,597,345,538,141
278,new_york,422,566,3,667,206,61
279,new_york,116,620,223,603,246,199
280,new_york,639,340,82,558,532,629
281,new_york,334,134,523,117,398,565
282,new_york,579,427,483,216,176,106
283,new_york,219,438,85,110,508,512
284,new_york,556,611,603,283,465,218
285,new_york,422,125,152,621,574,379
286,new_york,675,490,124,526,515,136
287,new_york,108,451,103,320,327,332
288,new_york,137,518,133,422,552,393
289,new_york,396,132,75,219,25,363
290,new_york,60,274,379,34,523,219
291,new_york,145,468,622,479,214,562
292,new_york,646,91,344,436,222,423
293,new_york,669,242,501,43,627,652
294,new_york,71,231,167,619,384,346
295,new_york,576,636,172,603,640,116
296,new_york,444,391,145,599,65,646
297,new_york,43,560,278,46,227,505
298,new_york,129,212,48,287,643,390
299,new_york,48,562,498,479,233,329
300,new_york,639,629,585,20,217,558
301,new_york,199,661,90,226,307,576
302,new_york,219,396,497,252,512,109
303,new_york,395,308,542,4,222,487
304,new_york,48,479,410,259,145,314
305,new_york,137,518,133,422,552,393
306,new_york,219,207,323,371,445,462
307,new_york,20,285,497,637,217,340
308,new_york,512,505,106,110,219,247
309,new_york,653,125,608,379,86,163
310,new_york,409,536,184,639,360,454
311,new_york,349,125,604,458,320,416
312,new_york,493,275,404,398,380,95
313,new_york,149,534,4,653,336,349
314,new_york,219,396,109,60,85,291
315,new_york,199,116,255,597,246,31
316,new_york,222,254,91,591,393,80
317,new_york,536,340,585,675,374,557
318,new_york,303,279,639,100,526,470
319,new_york,48,562,498,479,233,329
320,new_york,476,428,196,660,203,4
321,new_york,490,180,372,267,236,373
322,new_york,244,620,116,199,636,223
323,new_york,219,60,54,388,438,109
324,new_york,396,671,219,291,75,60
325,new_york,422,375,103,601,108,121
326,new_york,659,283,357,90,620,127
327,new_york,608,308,58,601,233,121
328,new_york,605,84,472,91,306,642
329,new_york,85,295,49,396,132,641
330,new_york,422,152,621,52,379,148
331,new_york,674,49,110,132,376,378
332,new_york,71,122,382,231,471,104
333,new_york,308,233,608,186,418,91
334,new_york,441,125,254,371,653,439
335,new_york,603,595,229,178,98,403
336,new_york,565,642,534,134,605,149
337,new_york,479,51,473,623,48,275
338,new_york,667,308,565,608,349,233
339,new_york,498,221,642,102,134,219
340,new_york,479,259,48,170,95,384
341,new_york,259,146,56,332,608,413
342,new_york,659,23,172,556,544,485
343,new_york,323,259,500,497,234,92
344,new_york,549,675,267,74,73,256
345,new_york,585,20,409,629,82,532
346,new_york,379,450,121,134,133,565
347,new_york,176,427,579,519,237,483
348,new_york,405,90,576,223,659,418
349,new_york,404,89,129,529,36,235
350,new_york,350,533,591,432,631,233
351,new_york,125,653,349,163,408,635
352,new_york,216,541,427,166,131,228
353,new_york,501,439,418,667,620,125
354,new_york,337,597,484,364,245,406
355,new_york,233,125,642,171,170,329
356,new_york,541,216,333,166,427,369
357,new_york,626,31,524,86,645,153
358,new_york,349,125,604,458,320,416
359,new_york,644,431,339,422,254,646
360,new_york,441,125,254,371,393,408
361,new_york,262,457,621,148,302,450
362,new_york,349,31,107,653,70,514
363,new_york,219,133,252,585,7,289
364,new_york,531,641,528,48,452,578
365,new_york,659,123,357,283,199,127
366,new_york,652,78,369,541,438,497
367,new_york,621,379,422,293,527,152
368,new_york,475,259,349,274,653,461
369,new_york,303,625,111,477,454,82
370,new_york,11,618,103,108,209,601
371,new_york,501,653,163,620,26,198
372,new_york,565,10,524,652,17,78
373,new_york,512,54,674,599,234,363
374,new_york,534,125,369,288,565,349
375,new_york,426,418,27,640,447,659
376,new_york,25,135,92,109,323,291
377,new_york,259,46,329,390,102,479
378,new_york,457,148,262,422,586,349
379,new_york,668,118,9,425,42,417
380,new_york,439,329,62,163,619,254
381,new_york,319,0,520,261,269,280
382,new_york,255,597,443,337,375,241
383,new_york,621,422,293,148,262,586
384,new_york,675,490,124,526,515,136
385,new_york,379,60,62,371,644,409
386,new_york,524,153,595,309,626,178
387,new_york,369,616,192,645,86,255
388,new_york,512,54,674,599,234,363
389,new_york,263,427,210,579,42,547
390,new_york,82,253,324,328,490,217
391,new_york,166,541,216,131,430,427
392,new_york,585,20,111,366,367,372
393,new_york,565,134,518,228,222,233
394,new_york,84,17,436,439,440,339
395,new_york,333,423,91,648,530,491
396,new_york,227,133,197,60,219,323
397,new_york,653,669,566,107,458,649
398,new_york,529,19,598,255,292,648
399,new_york,649,461,31,349,103,121
400,new_york,281,379,126,121,62,161
401,new_york,158,285,360,492,347,409
402,new_york,492,628,373,81,236,639
403,new_york,653,125,86,337,241,597
404,new_york,452,132,671,438,430,378
405,new_york,219,411,546,133,620,26
406,new_york,60,219,323,409,644,620
407,new_york,450,457,621,349,21,302
408,new_york,344,646,329,121,108,487
409,new_york,620,661,199,223,466,246
410,new_york,284,134,642,17,288,593
411,new_york,217,409,82,536,585,477
412,new_york,149,452,132,438,430,671
413,new_york,349,125,604,458,320,416
414,new_york,274,56,60,523,46,621
415,new_york,490,492,532,526,124,515
416,new_york,48,369,527,219,521,221
417,new_york,349,125,604,458,320,416
418,new_york,303,111,490,180,372,409
419,new_york,379,653,644,163,608,86
420,new_york,536,409,184,100,238,639
421,new_york,125,349,107,416,422,433
422,new_york,197,29,323,227,56,259
423,new_york,379,441,254,393,137,552
424,new_york,60,34,523,274,56,393
425,new_york,556,620,496,661,611,603
426,new_york,675,490,124,526,515,136
427,new_york,349,653,649,458,38,644
428,new_york,418,620,563,428,116,260
429,new_york,341,7,316,590,578,528
430,new_york,534,661,337,196,178,245
431,new_york,430,671,365,452,28,216
432,new_york,431,422,474,233,646,379
433,new_york,461,458,644,167,653,17
434,new_york,0,12,202,216,607,599
435,new_york,349,125,604,458,320,416
436,new_york,306,240,266,314,472,439
437,new_york,161,126,525,130,346,121
438,new_york,337,597,551,31,196,86
439,new_york,312,337,538,529,393,133
440,new_york,434,162,597,11,31,406
441,new_york,60,513,295,531,278,641
442,new_york,219,110,208,49,512,85
443,new_york,29,560,197,46,227,278
444,new_york,546,133,408,653,379,62
445,new_york,646,62,344,431,329,574
446,new_york,426,640,105,370,27,564
447,new_york,640,426,105,627,27,418
448,new_york,125,349,108,327,14,604
449,new_york,288,384,84,266,231,71
450,new_york,60,219,278,396,227,565
451,new_york,392,262,239,362,155,337
452,new_york,653,441,34,371,254,379
453,new_york,152,107,461,458,349,653
454,new_york,675,490,124,526,515,136
455,new_york,427,216,132,365,541,166
456,new_york,578,528,581,112,212,71
457,new_york,613,653,349,649,458,4
458,new_york,501,349,174,653,21,458
459,new_york,372,367,366,267,639,373
460,new_york,219,396,291,304,60,75
461,new_york,565,534,149,652,310,78
462,new_york,645,31,337,141,626,538
463,new_york,150,444,596,141,300,287
464,new_york,337,192,255,459,31,70
465,new_york,516,613,349,458,259,649
466,new_york,262,148,302,349,450,621
467,new_york,418,429,377,223,225,521
468,new_york,339,149,170,306,522,84
469,new_york,107,125,458,649,461,349
470,new_york,142,437,294,223,226,469
471,new_york,659,357,225,544,503,250
472,new_york,661,616,337,645,369,159
473,new_york,44,78,652,288,496,565
474,new_york,436,91,487,233,586,170
475,new_york,357,307,199,659,426,428
476,new_york,579,12,427,129,216,235
477,new_york,635,379,653,163,62,241
478,new_york,524,10,86,626,595,31
479,new_york,52,661,422,503,226,153
480,new_york,48,479,145,390,56,599
481,new_york,639,585,285,409,629,20
482,new_york,398,207,438,523,247,75
483,new_york,219,60,278,133,396,560
484,new_york,233,125,642,171,170,329
485,new_york,166,430,452,318,179,541
486,new_york,379,121,516,126,601,343
487,new_york,409,585,82,217,629,639
488,new_york,170,240,171,439,84,472
489,new_york,106,166,0,648,319,333
490,new_york,156,422,534,661,149,336
491,new_york,134,398,334,519,380,12
492,new_york,522,101,17,53,284,316
493,new_york,103,108,13,121,408,43
494,new_york,219,125,531,411,86,438
495,new_york,219,291,109,607,60,396
496,new_york,184,82,324,328,572,217
497,new_york,582,59,251,0,559,269
498,new_york,379,163,62,46,635,241
499,new_york,349,125,571,457,586,450
500,new_york,608,308,667,91,249,232
501,new_york,236,267,492,360,366,367
502,new_york,62,379,254,37,439,163
503,new_york,125,379,621,206,62,653
504,new_york,420,99,596,31,37,645
505,new_york,46,56,621,422,379,644
506,new_york,649,146,359,41,392,584
507,new_york,360,454,639,236,154,492
508,new_york,500,314,581,384,382,112
509,new_york,391,44,78,308,233,219
510,new_york,337,245,556,551,595,597
511,new_york,519,65,427,579,523,607
512,new_york,105,640,636,246,595,370
513,new_york,436,233,329,487,91,646
514,new_york,231,471,122,104,71,284
515,new_york,323,643,578,612,614,647
516,new_york,235,567,609,129,251,98
517,new_york,452,641,252,295,234,531
518,new_york,60,227,49,278,421,54
519,new_york,576,199,659,640,620,246
520,new_york,379,621,422,152,16,121
521,new_york,125,649,103,11,551,349
522,new_york,91,646,308,581,233,344
523,new_york,588,427,228,292,480,496
524,new_york,199,620,283,485,659,246
525,new_york,271,454,637,409,389,585
526,new_york,133,137,334,661,60,121
527,new_york,196,337,342,309,484,364
528,new_york,334,46,274,34,11,523
529,new_york,297,20,238,606,454,455
530,new_york,361,133,31,146,174,61
531,new_york,485,661,226,620,294,260
532,new_york,138,603,349,169,644,556
533,new_york,369,565,61,146,133,642
534,new_york,156,369,661,554,541,107
535,new_york,379,612,661,133,52,644
536,new_york,227,252,318,75,92,291
537,new_york,219,54,85,421,110,49
538,new_york,241,203,163,86,379,99
539,new_york,329,233,306,439,646,440
540,new_york,659,357,446,225,418,283
541,new_york,11,103,320,618,406,108
542,new_york,421,18,182,219,221,473
543,new_york,379,601,138,281,163,126
544,new_york,91,562,391,646,344,622
545,new_york,479,48,259,587,56,534
546,new_york,219,291,134,493,222,518
547,new_york,409,389,637,271,454,81
548,new_york,152,107,461,458,349,653
549,new_york,337,309,245,186,364,597
550,new_york,496,565,149,336,300,98
551,new_york,219,396,60,75,252,109
552,new_york,20,82,285,340,629,217
553,new_york,156,216,132,427,565,471
554,new_york,608,653,87,408,635,206
555,new_york,303,606,409,238,111,20
556,new_york,605,84,472,91,306,642
557,new_york,418,659,620,225,501,564
558,new_york,259,621,156,46,56,278
559,new_york,91,608,562,475,112,233
560,new_york,208,291,363,194,49,295
561,new_york,663,223,147,636,383,576
562,new_york,379,163,62,546,241,653
563,new_york,551,337,595,484,626,31
564,new_york,626,31,524,86,645,153
565,new_york,637,628,639,136,373,81
566,new_york,48,479,472,56,436,439
567,new_york,238,297,20,303,606,248
568,new_york,661,620,565,199,246,428
569,new_york,578,452,323,252,54,396
570,new_york,578,452,323,252,54,396
571,new_york,219,60,75,252,396,110
572,new_york,645,255,312,443,337,88
573,new_york,337,309,245,186,364,597
574,new_york,163,531,619,653,379,219
575,new_york,107,175,153,298,525,524
576,new_york,645,616,661,337,626,496
577,new_york,607,92,291,498,523,221
578,new_york,645,337,87,312,255,31
579,new_york,349,125,107,618,461,108
580,new_york,219,110,378,49,278,512
581,new_york,534,349,228,565,125,333
582,new_york,422,152,379,617,293,62
583,new_york,379,62,163,441,46,241
584,new_york,323,54,219,512,546,60
585,new_york,501,26,169,21,206,652
586,new_york,43,422,83,649,458,461
587,new_york,158,572,675,526,515,136
588,new_york,163,62,379,653,542,613
589,new_york,379,505,106,369,152,56
590,new_york,48,479,472,56,436,439
591,new_york,183,149,643,403,37,460
592,new_york,422,543,649,589,107,146
593,new_york,519,129,398,579,493,117
594,new_york,147,661,466,463,575,189
595,new_york,441,371,254,608,439,30
596,new_york,233,125,642,171,170,329
597,new_york,62,379,125,653,501,26
598,new_york,565,441,439,222,134,653
599,new_york,73,328,35,585,561,94
600,new_york,531,641,528,48,452,578
601,new_york,647,628,454,639,492,352
602,new_york,625,492,372,81,367,366
603,new_york,274,46,334,523,34,134
604,new_york,85,204,49,219,378,434
605,new_york,112,436,231,71,149,314
606,new_york,655,199,254,518,620,311
607,new_york,323,49,54,512,132,396
608,new_york,496,149,596,336,212,467
609,new_york,254,219,619,441,371,323
610,new_york,427,106,308,216,579,483
611,new_york,46,479,329,221,48,334
612,new_york,241,125,163,653,86,620
613,new_york,608,441,408,371,411,254
614,new_york,21,501,669,198,586,665
615,new_york,436,233,329,487,91,646
616,new_york,31,107,298,337,43,146
617,new_york,107,125,458,649,461,349
618,new_york,4,62,296,476,103,379
619,new_york,226,375,422,52,661,437
620,new_york,407,91,603,308,444,556
621,new_york,117,254,222,393,523,607
622,new_york,164,595,10,428,644,612
623,new_york,452,671,438,234,132,252
624,new_york,371,644,34,289,1,586
625,new_york,125,653,62,379,408,26
626,new_york,479,145,48,622,475,473
627,new_york,231,471,122,104,71,284
628,new_york,639,340,82,558,532,629
629,new_york,133,13,43,565,379,30
630,new_york,649,613,259,4,653,433
631,new_york,221,210,134,432,512,421
632,new_york,233,125,642,171,170,329
633,new_york,219,169,252,452,323,531
634,new_york,578,110,452,252,528,440
635,new_york,125,349,461,453,107,450
636,new_york,30,34,514,43,174,653
637,new_york,126,121,160,635,119,16
638,new_york,167,410,587,149,84,581
639,new_york,344,646,329,121,108,487
640,new_york,671,438,661,452,132,219
641,new_york,536,340,585,73,93,367
642,new_york,349,125,604,458,320,416
643,new_york,653,458,461,107,349,4
644,new_york,144,52,226,655,428,137
645,new_york,578,573,259,135,641,632
646,new_york,485,199,620,659,246,357
647,new_york,449,637,271,93,656,248
648,new_york,626,524,603,162,563,86
649,new_york,485,627,169,199,501,283
650,new_york,11,618,160,103,342,535
651,new_york,263,427,210,579,42,547
652,new_york,112,436,231,71,149,314
653,new_york,636,644,576,370,223,603
654,new_york,409,585,454,340,374,639
655,new_york,370,428,307,620,244,659
656,new_york,444,183,344,17,309,407
657,new_york,152,608,320,507,506,177
658,new_york,605,233,487,642,565,440
659,new_york,172,115,88,98,403,609
660,new_york,91,240,587,545,266,306
661,new_york,635,496,653,219,501,26
662,new_york,252,75,573,219,133,398
663,new_york,271,136,637,470,373,243
664,new_york,498,118,182,18,623,390
665,new_york,219,110,378,512,49,573
666,new_york,565,653,163,608,441,501
667,new_york,556,240,439,440,329,387
668,new_york,44,541,95,497,493,117
669,new_york,365,508,79,179,430,462
670,new_york,370,428,242,620,199,307
671,new_york,485,556,283,244,495,636
672,new_york,640,105,564,426,307,27
673,new_york,85,252,331,54,363,497
674,new_york,48,479,145,390,56,599
675,new_york,523,398,493,216,219,483
676,new_york,454,409,629,81,366,492
677,new_york,294,337,659,244,597,469
678,new_york,337,551,309,603,196,364
679,new_york,349,125,604,458,320,416
680,new_york,501,518,21,30,371,603
681,new_york,46,329,259,95,18,498
682,new_york,259,349,621,56,46,334
683,new_york,653,619,125,501,439,254
684,new_york,373,81,236,639,628,492
685,new_york,294,428,10,260,466,576
686,new_york,134,472,266,436,439,587
687,new_york,573,179,106,671,380,207
688,new_york,252,219,573,396,75,334
689,new_york,60,227,278,156,512,194
690,new_york,425,219,25,291,49,194
691,new_york,652,288,310,565,78,336
692,new_york,675,585,634,136,629,628
693,new_york,94,74,158,124,515,136
694,new_york,492,628,373,81,236,639
695,new_york,21,450,649,516,653,343
696,new_york,37,141,287,609,88,597
697,new_york,329,233,306,439,646,440
698,new_york,176,427,579,519,237,483
699,new_york,318,430,179,133,207,445
700,new_york,501,60,219,620,409,109
701,new_york,393,635,30,441,433,191
702,new_york,149,565,288,534,336,310
703,new_york,461,349,16,649,107,653
704,new_york,46,479,329,221,48,334
705,new_york,379,62,163,635,653,206
706,new_york,107,125,458,649,461,349
707,new_york,48,668,275,145,479,547
708,new_york,422,293,461,355,543,542
709,new_york,616,638,661,31,551,534
710,new_york,643,337,403,212,70,598
711,new_york,441,565,653,371,379,86
712,new_york,591,222,34,160,134,529
713,new_york,541,106,427,216,219,483
714,new_york,125,349,461,453,107,450
715,new_york,422,653,125,650,649,13
716,new_york,379,574,62,121,43,160
717,new_york,441,30,393,614,552,571
718,new_york,661,70,413,653,130,379
719,new_york,519,435,427,176,579,0
720,new_york,492,373,675,236,267,628
721,new_york,652,623,427,452,51,275
722,new_york,398,334,117,493,252,573
723,new_york,620,501,653,163,379,62
724,new_york,640,418,105,620,501,370
725,new_york,126,121,293,119,16,635
726,new_york,436,314,240,384,472,266
727,new_york,126,62,308,121,545,130
728,new_york,12,228,237,483,498,427
729,new_york,306,240,266,314,472,439
730,new_york,501,635,1,21,379,653
731,new_york,551,661,534,556,616,125
732,new_york,497,438,36,491,318,462
733,new_york,516,422,107,13,119,152
734,new_york,496,616,149,565,311,310
735,new_york,578,573,295,25,641,219
736,new_york,302,422,125,621,450,148
737,new_york,199,503,226,620,627,246
738,new_york,369,541,333,216,380,106
739,new_york,91,608,436,562,276,581
740,new_york,91,341,281,13,396,397
741,new_york,334,5,573,252,134,398
742,new_york,4,83,437,356,244,571
743,new_york,613,259,4,126,349,649
744,new_york,152,107,461,458,349,653
745,new_york,573,252,234,334,221,75
746,new_york,502,538,337,128,484,645
747,new_york,541,380,166,216,369,671
748,new_york,605,440,288,472,642,306
749,new_york,334,133,507,146,134,523
750,new_york,134,642,498,478,349,482
751,new_york,300,603,86,99,205,643
752,new_york,329,91,219,512,46,110
753,new_york,135,512,438,110,573,113
754,new_york,163,379,62,653,408,441
755,new_york,132,671,452,438,632,219
756,new_york,33,263,121,43,13,209
757,new_york,573,252,109,75,219,207
758,new_york,48,479,145,390,56,599
759,new_york,585,340,409,629,20,217
760,new_york,48,479,145,390,56,599
761,new_york,221,334,498,102,95,44
762,new_york,675,490,124,526,515,136
763,new_york,434,144,375,575,203,241
764,new_york,639,585,340,629,409,20
765,new_york,199,283,307,620,356,659
766,new_york,441,653,125,254,30,371
767,new_york,407,308,337,645,186,192
768,new_york,91,436,122,339,48,149
769,new_york,219,179,227,60,252,396
770,new_york,506,209,392,618,302,155
771,new_york,227,216,221,671,546,421
772,new_york,418,659,640,226,199,225
773,new_york,60,379,274,46,219,644
774,new_york,674,489,497,641,388,75
775,new_york,161,126,525,130,346,121
776,new_york,427,12,176,221,18,228
777,new_york,652,44,565,78,541,284
778,new_york,219,133,227,252,318,560
779,new_york,10,428,661,255,524,175
780,new_york,490,180,675,499,637,634
781,new_york,232,249,608,667,308,160
782,new_york,35,639,366,454,492,628
783,new_york,349,125,604,458,320,416
784,new_york,54,512,421,197,323,49
785,new_york,497,396,49,110,378,208
786,new_york,270,675,536,526,124,515
787,new_york,512,49,109,421,489,17
788,new_york,134,334,523,117,219,252
789,new_york,534,349,228,565,125,288
790,new_york,142,375,556,86,356,465
791,new_york,425,219,25,291,49,194
792,new_york,48,500,170,382,149,479
793,new_york,337,406,551,31,597,595
794,new_york,262,457,148,302,450,293
795,new_york,284,417,648,427,547,228
796,new_york,378,102,562,493,334,219
797,new_york,25,291,135,216,132,427
798,new_york,642,605,329,134,170,344
799,new_york,608,653,408,308,501,86
800,new_york,628,81,409,639,637,136
801,new_york,11,618,103,108,209,601
802,new_york,294,312,565,134,337,98
803,new_york,219,537,531,623,65,481
804,new_york,91,619,265,266,571,42
805,new_york,219,109,75,291,25,252
806,new_york,226,422,127,554,503,661
807,new_york,236,373,360,492,455,366
808,new_york,565,209,103,137,134,597
809,new_york,161,30,137,552,34,441
810,new_york,48,668,275,145,479,547
811,new_york,616,31,661,288,142,496
812,new_york,605,440,288,472,642,306
813,new_york,125,239,262,349,392,534
814,new_york,31,4,465,153,476,349
815,new_york,233,642,432,350,472,565
816,new_york,246,627,168,187,242,485
817,new_york,125,349,108,327,14,604
818,new_york,620,242,501,307,206,199
819,new_york,181,526,257,340,328,73
820,new_york,219,75,133,227,109,323
821,new_york,409,536,184,639,360,373
822,new_york,349,125,169,554,506,239
823,new_york,334,565,573,252,534,523
824,new_york,180,490,340,577,238,557
825,new_york,91,112,608,487,308,222
826,new_york,125,653,408,169,86,163
827,new_york,219,133,60,334,653,109
828,new_york,616,496,336,78,652,369
829,new_york,439,565,206,608,408,546
830,new_york,418,620,659,426,357,640
831,new_york,163,62,608,379,653,411
832,new_york,619,501,206,439,254,163
833,new_york,518,134,565,314,573,80
834,new_york,135,109,194,25,291,92
835,new_york,10,636,595,576,260,178
836,new_york,195,477,82,253,328,572
837,new_york,199,620,116,244,428,383
838,new_york,46,259,56,278,573,560
839,new_york,129,435,579,520,251,261
840,new_york,496,616,661,524,107,652
841,new_york,403,287,205,643,596,150
842,new_york,668,579,118,9,42,417
843,new_york,319,0,114,59,520,510
844,new_york,60,219,75,252,396,497
845,new_york,444,32,588,205,22,434
846,new_york,121,103,43,401,161,13
847,new_york,501,586,644,21,669,104
848,new_york,644,370,586,640,105,307
849,new_york,452,369,565,288,427,65
850,new_york,620,116,199,405,463,31
851,new_york,86,241,379,653,546,626
852,new_york,452,149,438,671,521,496
853,new_york,337,309,245,186,364,597
854,new_york,608,308,186,534,249,616
855,new_york,302,125,152,262,320,11
856,new_york,60,197,133,219,109,227
857,new_york,291,208,363,60,135,109
858,new_york,422,107,461,298,87,146
859,new_york,145,275,48,479,579,668
860,new_york,550,410,71,581,170,112
861,new_york,487,91,436,233,349,608
862,new_york,100,158,675,20,647,526
863,new_york,585,409,629,20,639,373
864,new_york,132,452,219,671,92,252
865,new_york,337,575,153,595,434,597
866,new_york,241,163,86,379,62,546
867,new_york,409,454,628,585,373,372
868,new_york,422,379,152,621,343,617
869,new_york,639,360,236,267,373,628
870,new_york,349,457,213,40,239,148
